Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","240","United States Virgin Islands","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","100.095","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","240","United States Virgin Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","104.68","X","International reliable sources",""
"OA","Annual population","240","United States Virgin Islands","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","4.49","X","International reliable sources",""
"OA","Annual population","240","United States Virgin Islands","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","100.424","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","234","Uruguay","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","3412.009","X","International reliable sources",""
"OA","Annual population","234","Uruguay","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","170.019","X","International reliable sources",""
"OA","Annual population","234","Uruguay","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","3261.533","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","234","Uruguay","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","3449.285","X","International reliable sources",""
"OA","Annual population","234","Uruguay","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","161.889","X","International reliable sources",""
"OA","Annual population","234","Uruguay","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","3307.662","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","235","Uzbekistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","30929.557","X","International reliable sources",""
"OA","Annual population","235","Uzbekistan","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","15255.556","X","International reliable sources",""
"OA","Annual population","235","Uzbekistan","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","15720.465","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","235","Uzbekistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","32476.244","X","International reliable sources",""
"OA","Annual population","235","Uzbekistan","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","16027.774","X","International reliable sources",""
"OA","Annual population","235","Uzbekistan","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","16337.222","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","155","Vanuatu","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","271.13","X","International reliable sources",""
"OA","Annual population","155","Vanuatu","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","198.555","X","International reliable sources",""
"OA","Annual population","155","Vanuatu","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","66.048","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","155","Vanuatu","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","292.68","X","International reliable sources",""
"OA","Annual population","155","Vanuatu","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","210.816","X","International reliable sources",""
"OA","Annual population","155","Vanuatu","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","71.301","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","236","Venezuela (Bolivarian Republic of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","30081.829","X","International reliable sources",""
"OA","Annual population","236","Venezuela (Bolivarian Republic of)","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","3690.499","X","International reliable sources",""
"OA","Annual population","236","Venezuela (Bolivarian Republic of)","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","27464.635","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","236","Venezuela (Bolivarian Republic of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","28887.118","X","International reliable sources",""
"OA","Annual population","236","Venezuela (Bolivarian Republic of)","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","3818.502","X","International reliable sources",""
"OA","Annual population","236","Venezuela (Bolivarian Republic of)","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","28562.719","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","237","Viet Nam","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","92677.076","X","International reliable sources",""
"OA","Annual population","237","Viet Nam","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","61936.198","X","International reliable sources",""
"OA","Annual population","237","Viet Nam","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","31635.369","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","237","Viet Nam","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","95545.962","X","International reliable sources",""
"OA","Annual population","237","Viet Nam","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","61832.185","X","International reliable sources",""
"OA","Annual population","237","Viet Nam","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","34658.961","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","243","Wallis and Futuna Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","12.266","X","International reliable sources",""
